game_id;teams;date;qtr;yards;time
2013090500;DEN@BAL;2013-09-05;1;0;12
2013090500;BAL@DEN;2013-09-05;1;0;14
2013090500;DEN@BAL;2013-09-05;1;0;4
2013090500;DEN@BAL;2013-09-05;2;0;14
2013090500;DEN@BAL;2013-09-05;2;0;4
2013090500;BAL@DEN;2013-09-05;2;0;9
2013090500;BAL@DEN;2013-09-05;2;3;5
2013090500;BAL@DEN;2013-09-05;2;5;15
2013090500;BAL@DEN;2013-09-05;3;0;10
2013090500;BAL@DEN;2013-09-05;3;0;12
2013090500;DEN@BAL;2013-09-05;3;0;2
2013090500;DEN@BAL;2013-09-05;3;0;4
2013090500;BAL@DEN;2013-09-05;3;14;2
2013090500;BAL@DEN;2013-09-05;3;14;6
2013090500;BAL@DEN;2013-09-05;4;0;3
2013090500;DEN@BAL;2013-09-05;4;13;9
2013090500;BAL@DEN;2013-09-05;4;27;15
2013090812;DAL@NYG;2013-09-08;1;-2;11
2013090806;JAC@KC;2013-09-08;1;0;1
2013090806;JAC@KC;2013-09-08;1;0;1
2013090811;GB@SF;2013-09-08;1;0;10
2013090803;MIA@CLE;2013-09-08;1;0;10
2013090807;NYJ@TB;2013-09-08;1;0;10
2013090801;CAR@SEA;2013-09-08;1;0;11
2013090810;STL@ARI;2013-09-08;1;0;12
2013090806;KC@JAC;2013-09-08;1;0;13
2013090800;NE@BUF;2013-09-08;1;0;13
2013090811;GB@SF;2013-09-08;1;0;14
2013090800;BUF@NE;2013-09-08;1;0;3
2013090809;TEN@PIT;2013-09-08;1;0;4
2013090806;KC@JAC;2013-09-08;1;0;5
2013090807;TB@NYJ;2013-09-08;1;0;5
2013090810;ARI@STL;2013-09-08;1;0;6
2013090801;SEA@CAR;2013-09-08;1;0;6
2013090802;CHI@CIN;2013-09-08;1;0;8
2013090806;JAC@KC;2013-09-08;1;0;8
2013090808;ATL@NO;2013-09-08;1;1;14
2013090806;JAC@KC;2013-09-08;1;3;14
2013090803;CLE@MIA;2013-09-08;1;3;9
2013090802;CIN@CHI;2013-09-08;1;3;9
2013090807;NYJ@TB;2013-09-08;1;7;4
2013090808;NO@ATL;2013-09-08;1;8;12
2013090804;MIN@DET;2013-09-08;1;8;4
2013090807;TB@NYJ;2013-09-08;1;9;12
2013090811;SF@GB;2013-09-08;1;9;13
2013090801;SEA@CAR;2013-09-08;1;10;9
2013090809;PIT@TEN;2013-09-08;1;12;1
2013090801;CAR@SEA;2013-09-08;1;12;4
2013090800;BUF@NE;2013-09-08;1;16;9
2013090801;CAR@SEA;2013-09-08;1;22;6
2013090807;NYJ@TB;2013-09-08;1;28;8
2013090806;JAC@KC;2013-09-08;1;36;11
2013090802;CHI@CIN;2013-09-08;1;50;15
2013090804;MIN@DET;2013-09-08;2;-1;10
2013090803;CLE@MIA;2013-09-08;2;-1;12
2013090812;DAL@NYG;2013-09-08;2;0;1
2013090802;CIN@CHI;2013-09-08;2;0;1
2013090808;ATL@NO;2013-09-08;2;0;1
2013090804;DET@MIN;2013-09-08;2;0;11
2013090800;NE@BUF;2013-09-08;2;0;11
2013090800;BUF@NE;2013-09-08;2;0;12
2013090811;SF@GB;2013-09-08;2;0;13
2013090802;CHI@CIN;2013-09-08;2;0;13
2013090806;KC@JAC;2013-09-08;2;0;13
2013090800;NE@BUF;2013-09-08;2;0;14
2013090809;TEN@PIT;2013-09-08;2;0;15
2013090805;OAK@IND;2013-09-08;2;0;2
2013090802;CHI@CIN;2013-09-08;2;0;2
2013090806;KC@JAC;2013-09-08;2;0;2
2013090800;BUF@NE;2013-09-08;2;0;2
2013090805;IND@OAK;2013-09-08;2;0;3
2013090808;ATL@NO;2013-09-08;2;0;6
2013090800;NE@BUF;2013-09-08;2;0;6
2013090811;SF@GB;2013-09-08;2;0;7
2013090802;CHI@CIN;2013-09-08;2;0;8
2013090807;TB@NYJ;2013-09-08;2;0;8
2013090811;GB@SF;2013-09-08;2;0;9
2013090803;MIA@CLE;2013-09-08;2;1;10
2013090806;JAC@KC;2013-09-08;2;4;4
2013090809;PIT@TEN;2013-09-08;2;5;10
2013090805;IND@OAK;2013-09-08;2;5;2
2013090809;TEN@PIT;2013-09-08;2;7;8
2013090804;MIN@DET;2013-09-08;2;10;5
2013090804;DET@MIN;2013-09-08;2;11;7
2013090800;BUF@NE;2013-09-08;2;14;11
2013090812;NYG@DAL;2013-09-08;2;14;9
2013090806;JAC@KC;2013-09-08;2;15;12
2013090805;OAK@IND;2013-09-08;2;23;15
2013090803;MIA@CLE;2013-09-08;2;31;9
2013090803;MIA@CLE;2013-09-08;3;0;1
2013090800;NE@BUF;2013-09-08;3;0;1
2013090803;CLE@MIA;2013-09-08;3;0;10
2013090806;JAC@KC;2013-09-08;3;0;10
2013090805;IND@OAK;2013-09-08;3;0;11
2013090803;MIA@CLE;2013-09-08;3;0;11
2013090807;NYJ@TB;2013-09-08;3;0;11
2013090801;SEA@CAR;2013-09-08;3;0;12
2013090806;KC@JAC;2013-09-08;3;0;12
2013090803;CLE@MIA;2013-09-08;3;0;13
2013090809;TEN@PIT;2013-09-08;3;0;13
2013090804;MIN@DET;2013-09-08;3;0;14
2013090809;PIT@TEN;2013-09-08;3;0;14
2013090803;MIA@CLE;2013-09-08;3;0;15
2013090802;CIN@CHI;2013-09-08;3;0;2
2013090807;TB@NYJ;2013-09-08;3;0;2
2013090800;BUF@NE;2013-09-08;3;0;2
2013090807;NYJ@TB;2013-09-08;3;0;3
2013090808;ATL@NO;2013-09-08;3;0;4
2013090809;PIT@TEN;2013-09-08;3;0;4
2013090806;KC@JAC;2013-09-08;3;0;5
2013090812;DAL@NYG;2013-09-08;3;0;6
2013090807;TB@NYJ;2013-09-08;3;0;6
2013090811;SF@GB;2013-09-08;3;0;7
2013090801;CAR@SEA;2013-09-08;3;0;7
2013090810;STL@ARI;2013-09-08;3;0;8
2013090806;KC@JAC;2013-09-08;3;0;8
2013090812;NYG@DAL;2013-09-08;3;0;9
2013090810;ARI@STL;2013-09-08;3;1;12
2013090808;ATL@NO;2013-09-08;3;1;5
2013090811;GB@SF;2013-09-08;3;7;8
2013090812;DAL@NYG;2013-09-08;3;8;14
2013090804;MIN@DET;2013-09-08;3;8;14
2013090806;JAC@KC;2013-09-08;3;9;4
2013090809;PIT@TEN;2013-09-08;3;10;11
2013090808;NO@ATL;2013-09-08;3;13;14
2013090806;JAC@KC;2013-09-08;3;13;6
2013090811;SF@GB;2013-09-08;3;16;7
2013090803;CLE@MIA;2013-09-08;3;74;13
2013090802;CIN@CHI;2013-09-08;4;-2;7
2013090806;KC@JAC;2013-09-08;4;0;10
2013090806;JAC@KC;2013-09-08;4;0;11
2013090811;SF@GB;2013-09-08;4;0;12
2013090807;TB@NYJ;2013-09-08;4;0;12
2013090804;DET@MIN;2013-09-08;4;0;13
2013090803;CLE@MIA;2013-09-08;4;0;13
2013090806;KC@JAC;2013-09-08;4;0;14
2013090808;NO@ATL;2013-09-08;4;0;14
2013090809;TEN@PIT;2013-09-08;4;0;15
2013090800;BUF@NE;2013-09-08;4;0;15
2013090810;ARI@STL;2013-09-08;4;0;2
2013090812;DAL@NYG;2013-09-08;4;0;3
2013090807;NYJ@TB;2013-09-08;4;0;3
2013090806;KC@JAC;2013-09-08;4;0;4
2013090807;TB@NYJ;2013-09-08;4;0;4
2013090811;GB@SF;2013-09-08;4;0;5
2013090804;DET@MIN;2013-09-08;4;0;5
2013090810;ARI@STL;2013-09-08;4;0;6
2013090800;NE@BUF;2013-09-08;4;0;6
2013090806;JAC@KC;2013-09-08;4;0;7
2013090800;BUF@NE;2013-09-08;4;0;9
2013090811;GB@SF;2013-09-08;4;1;14
2013090810;STL@ARI;2013-09-08;4;1;4
2013090807;NYJ@TB;2013-09-08;4;2;15
2013090800;BUF@NE;2013-09-08;4;2;5
2013090809;PIT@TEN;2013-09-08;4;4;13
2013090808;ATL@NO;2013-09-08;4;5;10
2013090801;CAR@SEA;2013-09-08;4;5;14
2013090812;NYG@DAL;2013-09-08;4;5;6
2013090804;MIN@DET;2013-09-08;4;11;7
2013090801;CAR@SEA;2013-09-08;4;14;14
2013090812;DAL@NYG;2013-09-08;4;14;7
2013090809;PIT@TEN;2013-09-08;4;27;6
2013090901;SD@HOU;2013-09-09;1;0;10
2013090901;HOU@SD;2013-09-09;1;0;14
2013090900;PHI@WAS;2013-09-09;1;0;3
2013090900;PHI@WAS;2013-09-09;1;0;6
2013090900;WAS@PHI;2013-09-09;2;0;14
2013090900;WAS@PHI;2013-09-09;2;0;5
2013090901;SD@HOU;2013-09-09;2;0;7
2013090900;WAS@PHI;2013-09-09;2;0;9
2013090900;PHI@WAS;2013-09-09;2;5;10
2013090901;SD@HOU;2013-09-09;3;7;4
2013090900;PHI@WAS;2013-09-09;3;9;4
2013090900;PHI@WAS;2013-09-09;3;10;5
2013090900;PHI@WAS;2013-09-09;4;0;10
2013090900;PHI@WAS;2013-09-09;4;0;4
2013090901;SD@HOU;2013-09-09;4;0;5
2013090901;HOU@SD;2013-09-09;4;0;6
2013090901;SD@HOU;2013-09-09;4;5;10
2013090901;HOU@SD;2013-09-09;4;5;10
2013090901;HOU@SD;2013-09-09;4;8;13
2013090901;SD@HOU;2013-09-09;4;9;14
2013091200;NE@NYJ;2013-09-12;1;0;11
2013091200;NYJ@NE;2013-09-12;1;0;13
2013091200;NE@NYJ;2013-09-12;1;0;2
2013091200;NE@NYJ;2013-09-12;2;0;14
2013091200;NE@NYJ;2013-09-12;2;0;3
2013091200;NYJ@NE;2013-09-12;2;0;4
2013091200;NE@NYJ;2013-09-12;2;0;8
2013091200;NYJ@NE;2013-09-12;2;0;9
2013091200;NYJ@NE;2013-09-12;2;10;15
2013091200;NYJ@NE;2013-09-12;2;17;2
2013091200;NYJ@NE;2013-09-12;2;17;7
2013091200;NE@NYJ;2013-09-12;3;0;11
2013091200;NYJ@NE;2013-09-12;3;0;12
2013091200;NE@NYJ;2013-09-12;3;3;3
2013091200;NYJ@NE;2013-09-12;3;13;2
2013091200;NE@NYJ;2013-09-12;4;0;15
2013091200;NE@NYJ;2013-09-12;4;0;2
2013091200;NE@NYJ;2013-09-12;4;0;7
2013091200;NE@NYJ;2013-09-12;4;4;9
2013091200;NYJ@NE;2013-09-12;4;15;8
2013091513;SF@SEA;2013-09-15;1;-2;2
2013091509;ARI@DET;2013-09-15;1;0;1
2013091503;MIN@CHI;2013-09-15;1;0;11
2013091513;SEA@SF;2013-09-15;1;0;13
2013091508;PHI@SD;2013-09-15;1;0;13
2013091512;JAC@OAK;2013-09-15;1;0;3
2013091503;MIN@CHI;2013-09-15;1;0;3
2013091500;STL@ATL;2013-09-15;1;0;3
2013091513;SEA@SF;2013-09-15;1;0;4
2013091501;CLE@BAL;2013-09-15;1;0;4
2013091513;SF@SEA;2013-09-15;1;0;5
2013091511;DEN@NYG;2013-09-15;1;0;5
2013091502;CAR@BUF;2013-09-15;1;0;5
2013091500;ATL@STL;2013-09-15;1;0;5
2013091503;CHI@MIN;2013-09-15;1;0;6
2013091512;OAK@JAC;2013-09-15;1;0;7
2013091504;WAS@GB;2013-09-15;1;0;7
2013091500;STL@ATL;2013-09-15;1;0;7
2013091512;JAC@OAK;2013-09-15;1;0;8
2013091510;TB@NO;2013-09-15;1;0;9
2013091504;GB@WAS;2013-09-15;1;3;5
2013091511;NYG@DEN;2013-09-15;1;4;3
2013091509;DET@ARI;2013-09-15;1;5;13
2013091511;DEN@NYG;2013-09-15;1;7;2
2013091501;BAL@CLE;2013-09-15;1;8;2
2013091509;ARI@DET;2013-09-15;1;10;11
2013091504;WAS@GB;2013-09-15;1;11;4
2013091502;BUF@CAR;2013-09-15;1;12;3
2013091511;NYG@DEN;2013-09-15;1;14;1
2013091503;MIN@CHI;2013-09-15;1;14;4
2013091501;BAL@CLE;2013-09-15;1;18;7
2013091507;KC@DAL;2013-09-15;1;22;5
2013091512;JAC@OAK;2013-09-15;1;30;14
2013091513;SF@SEA;2013-09-15;1;33;14
2013091508;PHI@SD;2013-09-15;2;-3;12
2013091510;TB@NO;2013-09-15;2;-2;3
2013091513;SEA@SF;2013-09-15;2;0;1
2013091510;TB@NO;2013-09-15;2;0;10
2013091502;CAR@BUF;2013-09-15;2;0;10
2013091506;IND@MIA;2013-09-15;2;0;10
2013091504;WAS@GB;2013-09-15;2;0;11
2013091506;MIA@IND;2013-09-15;2;0;11
2013091513;SEA@SF;2013-09-15;2;0;12
2013091511;NYG@DEN;2013-09-15;2;0;12
2013091501;BAL@CLE;2013-09-15;2;0;12
2013091507;KC@DAL;2013-09-15;2;0;12
2013091503;MIN@CHI;2013-09-15;2;0;14
2013091505;HOU@TEN;2013-09-15;2;0;14
2013091509;DET@ARI;2013-09-15;2;0;15
2013091510;TB@NO;2013-09-15;2;0;15
2013091502;CAR@BUF;2013-09-15;2;0;15
2013091504;WAS@GB;2013-09-15;2;0;15
2013091507;KC@DAL;2013-09-15;2;0;15
2013091501;CLE@BAL;2013-09-15;2;0;2
2013091505;TEN@HOU;2013-09-15;2;0;2
2013091507;DAL@KC;2013-09-15;2;0;2
2013091502;BUF@CAR;2013-09-15;2;0;3
2013091505;HOU@TEN;2013-09-15;2;0;3
2013091506;MIA@IND;2013-09-15;2;0;3
2013091513;SF@SEA;2013-09-15;2;0;4
2013091512;JAC@OAK;2013-09-15;2;0;4
2013091501;BAL@CLE;2013-09-15;2;0;4
2013091510;NO@TB;2013-09-15;2;0;5
2013091506;IND@MIA;2013-09-15;2;0;5
2013091502;CAR@BUF;2013-09-15;2;0;6
2013091501;CLE@BAL;2013-09-15;2;0;6
2013091500;ATL@STL;2013-09-15;2;0;6
2013091511;DEN@NYG;2013-09-15;2;0;7
2013091507;KC@DAL;2013-09-15;2;0;7
2013091505;TEN@HOU;2013-09-15;2;4;13
2013091500;STL@ATL;2013-09-15;2;4;4
2013091512;OAK@JAC;2013-09-15;2;5;15
2013091511;DEN@NYG;2013-09-15;2;6;10
2013091509;ARI@DET;2013-09-15;2;8;2
2013091508;PHI@SD;2013-09-15;2;8;2
2013091502;BUF@CAR;2013-09-15;2;8;8
2013091506;MIA@IND;2013-09-15;2;9;7
2013091507;DAL@KC;2013-09-15;2;15;10
2013091502;CAR@BUF;2013-09-15;2;19;10
2013091507;DAL@KC;2013-09-15;2;20;14
2013091501;CLE@BAL;2013-09-15;2;22;14
2013091509;ARI@DET;2013-09-15;3;-6;13
2013091500;ATL@STL;2013-09-15;3;-1;12
2013091500;ATL@STL;2013-09-15;3;0;0
2013091505;TEN@HOU;2013-09-15;3;0;10
2013091500;STL@ATL;2013-09-15;3;0;10
2013091509;DET@ARI;2013-09-15;3;0;11
2013091501;CLE@BAL;2013-09-15;3;0;12
2013091503;CHI@MIN;2013-09-15;3;0;13
2013091504;WAS@GB;2013-09-15;3;0;14
2013091505;TEN@HOU;2013-09-15;3;0;14
2013091500;STL@ATL;2013-09-15;3;0;14
2013091510;TB@NO;2013-09-15;3;0;2
2013091502;CAR@BUF;2013-09-15;3;0;2
2013091512;JAC@OAK;2013-09-15;3;0;3
2013091509;DET@ARI;2013-09-15;3;0;3
2013091501;CLE@BAL;2013-09-15;3;0;3
2013091506;IND@MIA;2013-09-15;3;0;3
2013091510;NO@TB;2013-09-15;3;0;4
2013091512;OAK@JAC;2013-09-15;3;0;6
2013091508;SD@PHI;2013-09-15;3;0;6
2013091500;STL@ATL;2013-09-15;3;0;6
2013091512;JAC@OAK;2013-09-15;3;0;8
2013091506;IND@MIA;2013-09-15;3;0;8
2013091503;CHI@MIN;2013-09-15;3;0;9
2013091502;CAR@BUF;2013-09-15;3;0;9
2013091500;ATL@STL;2013-09-15;3;2;8
2013091505;HOU@TEN;2013-09-15;3;4;12
2013091505;TEN@HOU;2013-09-15;3;4;7
2013091505;TEN@HOU;2013-09-15;3;5;4
2013091500;ATL@STL;2013-09-15;3;5;4
2013091505;HOU@TEN;2013-09-15;3;6;1
2013091512;OAK@JAC;2013-09-15;3;6;13
2013091504;GB@WAS;2013-09-15;3;6;13
2013091506;MIA@IND;2013-09-15;3;7;10
2013091505;HOU@TEN;2013-09-15;3;8;5
2013091511;NYG@DEN;2013-09-15;3;22;14
2013091510;NO@TB;2013-09-15;4;-2;8
2013091507;KC@DAL;2013-09-15;4;0;1
2013091510;TB@NO;2013-09-15;4;0;10
2013091504;GB@WAS;2013-09-15;4;0;10
2013091507;KC@DAL;2013-09-15;4;0;10
2013091505;HOU@TEN;2013-09-15;4;0;12
2013091512;OAK@JAC;2013-09-15;4;0;2
2013091505;TEN@HOU;2013-09-15;4;0;2
2013091507;KC@DAL;2013-09-15;4;0;2
2013091501;BAL@CLE;2013-09-15;4;0;4
2013091505;HOU@TEN;2013-09-15;4;0;5
2013091506;MIA@IND;2013-09-15;4;0;5
2013091513;SEA@SF;2013-09-15;4;0;6
2013091511;DEN@NYG;2013-09-15;4;0;6
2013091512;JAC@OAK;2013-09-15;4;0;6
2013091509;ARI@DET;2013-09-15;4;0;6
2013091507;KC@DAL;2013-09-15;4;0;7
2013091501;CLE@BAL;2013-09-15;4;0;8
2013091507;KC@DAL;2013-09-15;4;0;9
2013091501;BAL@CLE;2013-09-15;4;1;14
2013091505;TEN@HOU;2013-09-15;4;1;4
2013091510;NO@TB;2013-09-15;4;2;12
2013091512;JAC@OAK;2013-09-15;4;3;13
2013091509;DET@ARI;2013-09-15;4;5;5
2013091507;DAL@KC;2013-09-15;4;6;9
2013091501;CLE@BAL;2013-09-15;4;21;13
2013091511;NYG@DEN;2013-09-15;4;81;11
2013091600;CIN@PIT;2013-09-16;1;0;8
2013091600;PIT@CIN;2013-09-16;1;6;14
2013091600;PIT@CIN;2013-09-16;1;14;1
2013091600;CIN@PIT;2013-09-16;1;40;13
2013091600;CIN@PIT;2013-09-16;2;-3;5
2013091600;CIN@PIT;2013-09-16;2;0;10
2013091600;PIT@CIN;2013-09-16;2;0;6
2013091600;PIT@CIN;2013-09-16;2;6;13
2013091600;CIN@PIT;2013-09-16;3;0;1
2013091600;CIN@PIT;2013-09-16;3;0;14
2013091600;PIT@CIN;2013-09-16;3;0;5
2013091600;PIT@CIN;2013-09-16;3;2;12
2013091600;CIN@PIT;2013-09-16;4;0;2
2013091600;PIT@CIN;2013-09-16;4;4;15
2013091900;KC@PHI;2013-09-19;1;0;15
2013091900;KC@PHI;2013-09-19;1;0;7
2013091900;PHI@KC;2013-09-19;1;0;9
2013091900;KC@PHI;2013-09-19;1;8;2
2013091900;PHI@KC;2013-09-19;2;0;2
2013091900;PHI@KC;2013-09-19;2;7;12
2013091900;KC@PHI;2013-09-19;3;0;6
2013091900;PHI@KC;2013-09-19;3;5;13
2013091900;KC@PHI;2013-09-19;3;6;10
2013092204;MIN@CLE;2013-09-22;1;-8;4
2013092212;SEA@JAC;2013-09-22;1;-3;14
2013092211;SF@IND;2013-09-22;1;0;10
2013092209;WAS@DET;2013-09-22;1;0;10
2013092210;CAR@NYG;2013-09-22;1;0;10
2013092210;NYG@CAR;2013-09-22;1;0;12
2013092202;STL@DAL;2013-09-22;1;0;13
2013092209;DET@WAS;2013-09-22;1;0;13
2013092210;NYG@CAR;2013-09-22;1;0;13
2013092206;NE@TB;2013-09-22;1;0;14
2013092202;STL@DAL;2013-09-22;1;0;15
2013092211;SF@IND;2013-09-22;1;0;2
2013092205;NYJ@BUF;2013-09-22;1;0;2
2013092208;SD@TEN;2013-09-22;1;0;3
2013092213;PIT@CHI;2013-09-22;1;0;5
2013092212;SEA@JAC;2013-09-22;1;0;5
2013092205;BUF@NYJ;2013-09-22;1;0;5
2013092201;GB@CIN;2013-09-22;1;0;5
2013092200;HOU@BAL;2013-09-22;1;0;5
2013092205;NYJ@BUF;2013-09-22;1;0;6
2013092201;CIN@GB;2013-09-22;1;0;6
2013092200;BAL@HOU;2013-09-22;1;0;6
2013092201;GB@CIN;2013-09-22;1;0;7
2013092204;MIN@CLE;2013-09-22;1;0;8
2013092208;TEN@SD;2013-09-22;1;0;8
2013092208;TEN@SD;2013-09-22;1;0;8
2013092211;IND@SF;2013-09-22;1;0;9
2013092212;JAC@SEA;2013-09-22;1;1;12
2013092202;STL@DAL;2013-09-22;1;1;6
2013092205;BUF@NYJ;2013-09-22;1;2;8
2013092204;CLE@MIN;2013-09-22;1;2;9
2013092202;STL@DAL;2013-09-22;1;3;1
2013092208;TEN@SD;2013-09-22;1;7;14
2013092203;MIA@ATL;2013-09-22;1;7;5
2013092212;JAC@SEA;2013-09-22;1;8;3
2013092209;WAS@DET;2013-09-22;1;9;4
2013092200;BAL@HOU;2013-09-22;1;11;3
2013092206;NE@TB;2013-09-22;1;12;1
2013092210;NYG@CAR;2013-09-22;1;12;9
2013092212;JAC@SEA;2013-09-22;1;13;8
2013092211;IND@SF;2013-09-22;1;14;4
2013092207;ARI@NO;2013-09-22;1;18;4
2013092213;CHI@PIT;2013-09-22;2;0;1
2013092211;IND@SF;2013-09-22;2;0;1
2013092202;DAL@STL;2013-09-22;2;0;1
2013092207;ARI@NO;2013-09-22;2;0;1
2013092207;ARI@NO;2013-09-22;2;0;10
2013092207;ARI@NO;2013-09-22;2;0;12
2013092212;JAC@SEA;2013-09-22;2;0;13
2013092201;GB@CIN;2013-09-22;2;0;13
2013092211;IND@SF;2013-09-22;2;0;14
2013092207;NO@ARI;2013-09-22;2;0;15
2013092210;NYG@CAR;2013-09-22;2;0;15
2013092213;PIT@CHI;2013-09-22;2;0;2
2013092205;NYJ@BUF;2013-09-22;2;0;2
2013092207;ARI@NO;2013-09-22;2;0;2
2013092204;MIN@CLE;2013-09-22;2;0;3
2013092210;NYG@CAR;2013-09-22;2;0;4
2013092213;CHI@PIT;2013-09-22;2;0;5
2013092212;JAC@SEA;2013-09-22;2;0;6
2013092201;CIN@GB;2013-09-22;2;0;6
2013092207;NO@ARI;2013-09-22;2;0;7
2013092213;PIT@CHI;2013-09-22;2;0;8
2013092202;STL@DAL;2013-09-22;2;0;8
2013092213;CHI@PIT;2013-09-22;2;4;11
2013092211;SF@IND;2013-09-22;2;4;5
